id,app_data,net_data,duty_cycle_remaining,sent,ack_required,delivered,send_time,frequency,spf,power,airtime,coderate,bandwidth,ap_id,node_id,dev_id,application_id
592,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",4413,t,f,t,2024-05-01 14:30:09.14,866500000,7,15,881857260,4/5,125000,3333,IiIi,15446,
593,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",4362,t,f,t,2024-05-01 14:30:20.177,866500000,7,15,881868285,4/5,125000,3333,IiIi,15447,
594,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",4311,t,f,t,2024-05-01 14:30:31.203,866500000,7,15,881879320,4/5,125000,3333,IiIi,15448,
595,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",4260,t,f,t,2024-05-01 14:30:42.242,866300000,7,15,881890345,4/5,125000,3333,IiIi,15449,
596,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",4209,t,f,t,2024-05-01 14:30:53.281,866300000,7,15,881901393,4/5,125000,3333,IiIi,15450,
597,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",4158,t,f,t,2024-05-01 14:31:04.305,866300000,7,15,881912427,4/5,125000,3333,IiIi,15451,
598,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",4107,t,f,t,2024-05-01 14:31:15.329,866100000,7,15,881923452,4/5,125000,3333,IiIi,15452,
599,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",4056,t,f,t,2024-05-01 14:31:26.371,866100000,7,15,881934477,4/5,125000,3333,IiIi,15453,
600,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",4005,t,f,t,2024-05-01 14:31:37.393,866100000,7,15,881945512,4/5,125000,3333,IiIi,15454,
601,"","[{""sf"":12,""freqs"":[866900000],""power"":15,""band"":125000,""type"":""EMER"",""cr"":""4/5""},{""sf"":12,""freqs"":[866100000,866300000,866500000],""power"":15,""band"":125000,""type"":""NORMAL"",""cr"":""4/5""},{""sf"":12,""freqs"":[866700000],""power"":15,""band"":125000,""type"":""REG"",""cr"":""4/5""}]",2599,t,f,t,2024-05-01 14:31:54.926,866900000,12,15,881963086,4/5,125000,3333,IiIi,15455,
602,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",1280,t,f,t,2024-05-01 14:32:08.953,866100000,12,15,881977164,4/5,125000,3333,IiIi,15456,
603,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",421,t,f,t,2024-05-01 14:32:21.983,866300000,11,15,881990020,4/5,125000,3333,IiIi,15457,
604,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",35254,t,f,t,2024-05-01 15:10:09.455,866100000,11,15,884257465,4/5,125000,3333,IiIi,15458,
605,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",34595,t,f,t,2024-05-01 15:10:21.48,866300000,11,15,884269833,4/5,125000,3333,IiIi,15459,
606,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",34125,t,f,t,2024-05-01 15:10:33.507,866500000,10,15,884281525,4/5,125000,3333,IiIi,15460,
607,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",33910,t,f,t,2024-05-01 15:10:45.041,866300000,9,15,884293043,4/5,125000,3333,IiIi,15461,
608,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",33814,t,f,t,2024-05-01 15:10:56.061,866500000,8,15,884304348,4/5,125000,3333,IiIi,15462,
609,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",33756,t,f,t,2024-05-01 15:11:07.085,866500000,7,15,884315248,4/5,125000,3333,IiIi,15463,
610,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",33705,t,f,t,2024-05-01 15:11:18.125,866100000,7,15,884326221,4/5,125000,3333,IiIi,15464,
611,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",33654,t,f,t,2024-05-01 15:11:29.148,866100000,7,15,884337267,4/5,125000,3333,IiIi,15465,
612,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",33603,t,f,t,2024-05-01 15:11:40.171,866500000,7,15,884348292,4/5,125000,3333,IiIi,15466,
613,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",33552,t,f,t,2024-05-01 15:11:51.193,866500000,7,15,884359310,4/5,125000,3333,IiIi,15467,
614,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",33501,t,f,t,2024-05-01 15:12:02.216,866300000,7,15,884370336,4/5,125000,3333,IiIi,15468,
615,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",33450,t,f,t,2024-05-01 15:12:13.238,866500000,7,15,884381361,4/5,125000,3333,IiIi,15469,
616,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",33399,t,f,t,2024-05-01 15:12:24.277,866100000,7,15,884392376,4/5,125000,3333,IiIi,15470,
617,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",33348,t,f,t,2024-05-01 15:12:35.299,866300000,7,15,884403416,4/5,125000,3333,IiIi,15471,
618,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",33297,t,f,t,2024-05-01 15:12:46.326,866500000,7,15,884414442,4/5,125000,3333,IiIi,15472,
619,"","[{""sf"":12,""freqs"":[866900000],""power"":15,""band"":125000,""type"":""EMER"",""cr"":""4/5""},{""sf"":12,""freqs"":[866100000,866300000,866500000],""power"":15,""band"":125000,""type"":""NORMAL"",""cr"":""4/5""},{""sf"":12,""freqs"":[866700000],""power"":15,""band"":125000,""type"":""REG"",""cr"":""4/5""}]",31891,t,f,t,2024-05-01 15:13:03.856,866900000,12,15,884432024,4/5,125000,3333,IiIi,15473,
620,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",30572,t,f,t,2024-05-01 15:13:17.885,866500000,12,15,884446091,4/5,125000,3333,IiIi,15474,
621,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",29713,t,f,t,2024-05-01 15:13:30.907,866300000,11,15,884458939,4/5,125000,3333,IiIi,15475,
622,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",29243,t,f,t,2024-05-01 15:13:42.93,866300000,10,15,884470959,4/5,125000,3333,IiIi,15476,
623,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",29028,t,f,t,2024-05-01 15:13:54.474,866300000,9,15,884482467,4/5,125000,3333,IiIi,15477,
624,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",28932,t,f,t,2024-05-01 15:14:05.495,866100000,8,15,884493769,4/5,125000,3333,IiIi,15478,
625,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",28874,t,f,t,2024-05-01 15:14:16.535,866100000,7,15,884504685,4/5,125000,3333,IiIi,15479,
626,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",28823,t,f,t,2024-05-01 15:14:27.573,866500000,7,15,884515678,4/5,125000,3333,IiIi,15480,
627,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",28772,t,f,t,2024-05-01 15:14:38.596,866300000,7,15,884526713,4/5,125000,3333,IiIi,15481,
628,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",28721,t,f,t,2024-05-01 15:14:49.62,866100000,7,15,884537741,4/5,125000,3333,IiIi,15482,
629,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",28670,t,f,t,2024-05-01 15:15:00.641,866100000,7,15,884548766,4/5,125000,3333,IiIi,15483,
630,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",28619,t,f,t,2024-05-01 15:15:11.671,866500000,7,15,884559784,4/5,125000,3333,IiIi,15484,
631,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",28568,t,f,t,2024-05-01 15:15:22.698,866300000,7,15,884570809,4/5,125000,3333,IiIi,15485,
632,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",28517,t,f,t,2024-05-01 15:15:33.721,866100000,7,15,884581833,4/5,125000,3333,IiIi,15486,
633,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",28466,t,f,t,2024-05-01 15:15:44.759,866500000,7,15,884592857,4/5,125000,3333,IiIi,15487,
634,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",28415,t,f,t,2024-05-01 15:15:55.782,866100000,7,15,884603902,4/5,125000,3333,IiIi,15488,
635,"","[{""sf"":12,""freqs"":[866900000],""power"":15,""band"":125000,""type"":""EMER"",""cr"":""4/5""},{""sf"":12,""freqs"":[866100000,866300000,866500000],""power"":15,""band"":125000,""type"":""NORMAL"",""cr"":""4/5""},{""sf"":12,""freqs"":[866700000],""power"":15,""band"":125000,""type"":""REG"",""cr"":""4/5""}]",27009,t,f,t,2024-05-01 15:16:13.314,866900000,12,15,884621471,4/5,125000,3333,IiIi,15489,
636,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",25690,t,f,t,2024-05-01 15:16:27.342,866500000,12,15,884635548,4/5,125000,3333,IiIi,15490,
637,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",24831,t,f,t,2024-05-01 15:16:40.365,866300000,11,15,884648406,4/5,125000,3333,IiIi,15491,
638,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",24361,t,f,t,2024-05-01 15:16:52.39,866500000,10,15,884660422,4/5,125000,3333,IiIi,15492,
639,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",24146,t,f,t,2024-05-01 15:17:03.925,866100000,9,15,884671931,4/5,125000,3333,IiIi,15493,
640,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",24050,t,f,t,2024-05-01 15:17:14.946,866100000,8,15,884683223,4/5,125000,3333,IiIi,15494,
641,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",23992,t,f,t,2024-05-01 15:17:25.97,866300000,7,15,884694133,4/5,125000,3333,IiIi,15495,
642,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",23941,t,f,t,2024-05-01 15:17:36.993,866500000,7,15,884705108,4/5,125000,3333,IiIi,15496,
643,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",23890,t,f,t,2024-05-01 15:17:48.017,866300000,7,15,884716136,4/5,125000,3333,IiIi,15497,
644,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",23839,t,f,t,2024-05-01 15:17:59.049,866300000,7,15,884727161,4/5,125000,3333,IiIi,15498,
645,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",23788,t,f,t,2024-05-01 15:18:10.071,866100000,7,15,884738199,4/5,125000,3333,IiIi,15499,
646,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",23737,t,f,t,2024-05-01 15:18:21.097,866100000,7,15,884749215,4/5,125000,3333,IiIi,15500,
647,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",23686,t,f,t,2024-05-01 15:18:32.121,866300000,7,15,884760241,4/5,125000,3333,IiIi,15501,
648,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",23635,t,f,t,2024-05-01 15:18:43.146,866500000,7,15,884771260,4/5,125000,3333,IiIi,15502,
649,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",23584,t,f,t,2024-05-01 15:18:54.181,866300000,7,15,884782285,4/5,125000,3333,IiIi,15503,
650,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",23533,t,f,t,2024-05-01 15:19:05.211,866500000,7,15,884793319,4/5,125000,3333,IiIi,15504,
651,"","[{""sf"":12,""freqs"":[866900000],""power"":15,""band"":125000,""type"":""EMER"",""cr"":""4/5""},{""sf"":12,""freqs"":[866100000,866300000,866500000],""power"":15,""band"":125000,""type"":""NORMAL"",""cr"":""4/5""},{""sf"":12,""freqs"":[866700000],""power"":15,""band"":125000,""type"":""REG"",""cr"":""4/5""}]",22127,t,f,t,2024-05-01 15:19:22.742,866900000,12,15,884810900,4/5,125000,3333,IiIi,15505,
652,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",20808,t,f,t,2024-05-01 15:19:36.769,866500000,12,15,884824974,4/5,125000,3333,IiIi,15506,
653,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",19949,t,f,t,2024-05-01 15:19:49.793,866100000,11,15,884837829,4/5,125000,3333,IiIi,15507,
654,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",19479,t,f,t,2024-05-01 15:20:01.817,866100000,10,15,884849841,4/5,125000,3333,IiIi,15508,
655,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",19264,t,f,t,2024-05-01 15:20:13.339,866100000,9,15,884861361,4/5,125000,3333,IiIi,15509,
656,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",19168,t,f,t,2024-05-01 15:20:24.36,866300000,8,15,884872633,4/5,125000,3333,IiIi,15510,
657,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",19110,t,f,t,2024-05-01 15:20:35.395,866100000,7,15,884883544,4/5,125000,3333,IiIi,15511,
658,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",19059,t,f,t,2024-05-01 15:20:46.418,866100000,7,15,884894539,4/5,125000,3333,IiIi,15512,
659,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",19008,t,f,t,2024-05-01 15:20:57.439,866100000,7,15,884905565,4/5,125000,3333,IiIi,15513,
660,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",18957,t,f,t,2024-05-01 15:21:08.461,866300000,7,15,884916575,4/5,125000,3333,IiIi,15514,
661,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",18906,t,f,t,2024-05-01 15:21:19.485,866500000,7,15,884927600,4/5,125000,3333,IiIi,15515,
662,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",18855,t,f,t,2024-05-01 15:21:30.51,866300000,7,15,884938633,4/5,125000,3333,IiIi,15516,
663,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",18804,t,f,t,2024-05-01 15:21:41.546,866100000,7,15,884949649,4/5,125000,3333,IiIi,15517,
664,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",18753,t,f,t,2024-05-01 15:21:52.571,866300000,7,15,884960682,4/5,125000,3333,IiIi,15518,
665,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",18702,t,f,t,2024-05-01 15:22:03.598,866300000,7,15,884971715,4/5,125000,3333,IiIi,15519,
666,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",18651,t,f,t,2024-05-01 15:22:14.624,866100000,7,15,884982732,4/5,125000,3333,IiIi,15520,
721,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",28976,t,f,t,2024-05-01 17:32:54.007,866100000,7,15,892822128,4/5,125000,3333,VVVV,15575,
722,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",28925,t,f,t,2024-05-01 17:33:05.029,866100000,7,15,892833154,4/5,125000,3333,VVVV,15576,
667,"","[{""sf"":12,""freqs"":[866900000],""power"":15,""band"":125000,""type"":""EMER"",""cr"":""4/5""},{""sf"":12,""freqs"":[866100000,866300000,866500000],""power"":15,""band"":125000,""type"":""NORMAL"",""cr"":""4/5""},{""sf"":12,""freqs"":[866700000],""power"":15,""band"":125000,""type"":""REG"",""cr"":""4/5""}]",17245,t,f,t,2024-05-01 15:22:32.169,866900000,12,15,885000311,4/5,125000,3333,IiIi,15521,
668,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",15926,t,f,t,2024-05-01 15:22:46.193,866100000,12,15,885014394,4/5,125000,3333,IiIi,15522,
669,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",15067,t,f,t,2024-05-01 15:22:59.235,866300000,11,15,885027257,4/5,125000,3333,IiIi,15523,
670,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",14597,t,f,t,2024-05-01 15:23:11.261,866500000,10,15,885039279,4/5,125000,3333,IiIi,15524,
671,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",14382,t,f,t,2024-05-01 15:23:22.794,866300000,9,15,885050807,4/5,125000,3333,IiIi,15525,
672,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",14286,t,f,t,2024-05-01 15:23:33.822,866100000,8,15,885062089,4/5,125000,3333,IiIi,15526,
673,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",14228,t,f,t,2024-05-01 15:23:44.851,866300000,7,15,885073011,4/5,125000,3333,IiIi,15527,
674,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",14177,t,f,t,2024-05-01 15:23:55.886,866100000,7,15,885083995,4/5,125000,3333,IiIi,15528,
675,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",14126,t,f,t,2024-05-01 15:24:06.926,866300000,7,15,885095029,4/5,125000,3333,IiIi,15529,
676,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",14075,t,f,t,2024-05-01 15:24:17.947,866300000,7,15,885106065,4/5,125000,3333,IiIi,15530,
677,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",14024,t,f,t,2024-05-01 15:24:28.968,866100000,7,15,885117091,4/5,125000,3333,IiIi,15531,
678,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",13973,t,f,t,2024-05-01 15:24:39.992,866500000,7,15,885128115,4/5,125000,3333,IiIi,15532,
679,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",13922,t,f,t,2024-05-01 15:24:51.031,866300000,7,15,885139128,4/5,125000,3333,IiIi,15533,
680,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",13871,t,f,t,2024-05-01 15:25:02.054,866500000,7,15,885150173,4/5,125000,3333,IiIi,15534,
681,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",13820,t,f,t,2024-05-01 15:25:13.077,866500000,7,15,885161197,4/5,125000,3333,IiIi,15535,
682,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",13769,t,f,t,2024-05-01 15:25:24.118,866500000,7,15,885172220,4/5,125000,3333,IiIi,15536,
683,"","[{""sf"":12,""freqs"":[866900000],""power"":15,""band"":125000,""type"":""EMER"",""cr"":""4/5""},{""sf"":12,""freqs"":[866100000,866300000,866500000],""power"":15,""band"":125000,""type"":""NORMAL"",""cr"":""4/5""},{""sf"":12,""freqs"":[866700000],""power"":15,""band"":125000,""type"":""REG"",""cr"":""4/5""}]",12363,t,f,t,2024-05-01 15:25:41.668,866900000,12,15,885189809,4/5,125000,3333,IiIi,15537,
684,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",11044,t,f,t,2024-05-01 15:25:55.71,866500000,12,15,885203894,4/5,125000,3333,IiIi,15538,
685,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",10185,t,f,t,2024-05-01 15:26:08.734,866500000,11,15,885216767,4/5,125000,3333,IiIi,15539,
686,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",9715,t,f,t,2024-05-01 15:26:20.758,866100000,10,15,885228780,4/5,125000,3333,IiIi,15540,
687,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",9500,t,f,t,2024-05-01 15:26:32.293,866500000,9,15,885240302,4/5,125000,3333,IiIi,15541,
688,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",9404,t,f,t,2024-05-01 15:26:43.315,866500000,8,15,885251591,4/5,125000,3333,IiIi,15542,
689,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",9346,t,f,t,2024-05-01 15:26:54.339,866300000,7,15,885262502,4/5,125000,3333,IiIi,15543,
690,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",9295,t,f,t,2024-05-01 15:27:05.364,866100000,7,15,885273490,4/5,125000,3333,IiIi,15544,
691,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",8552,t,f,t,2024-05-01 15:27:43.935,866500000,11,15,885311985,4/5,125000,3333,IiIi,15545,
692,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",8298,t,f,t,2024-05-01 15:27:55.46,866300000,7,15,885323701,4/5,125000,3333,IiIi,15546,
693,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",6981,t,f,t,2024-05-01 15:28:23.528,866500000,11,15,885351571,4/5,125000,3333,IiIi,15547,
694,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",6440,t,f,t,2024-05-01 15:28:35.066,866100000,7,15,885363296,4/5,125000,3333,IiIi,15548,
695,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",4836,t,f,t,2024-05-01 15:29:03.677,866300000,11,15,885391667,4/5,125000,3333,IiIi,15549,
696,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",4836,t,f,t,2024-05-01 15:29:04.135,866500000,11,15,885392348,4/5,125000,3333,VVVV,15550,
697,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",3923,t,f,t,2024-05-01 15:29:15.161,866100000,7,15,885403436,4/5,125000,3333,IiIi,15551,
698,"","[{""sf"":12,""freqs"":[866900000],""power"":15,""band"":125000,""type"":""EMER"",""cr"":""4/5""},{""sf"":12,""freqs"":[866100000,866300000,866500000],""power"":15,""band"":125000,""type"":""NORMAL"",""cr"":""4/5""},{""sf"":12,""freqs"":[866700000],""power"":15,""band"":125000,""type"":""REG"",""cr"":""4/5""}]",2517,t,f,t,2024-05-01 15:29:21.185,866900000,12,15,885409106,4/5,125000,3333,VVVV,15552,
699,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",2062,t,f,t,2024-05-01 15:29:26.218,866500000,7,15,885414296,4/5,125000,3333,IiIi,15553,
700,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",1147,t,f,t,2024-05-01 15:29:35.239,866100000,12,15,885423585,4/5,125000,3333,VVVV,15554,
701,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",288,t,f,t,2024-05-01 15:29:48.268,866100000,11,15,885436461,4/5,125000,3333,VVVV,15555,
702,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",35254,t,f,t,2024-05-01 17:29:18.06,866300000,11,15,892606272,4/5,125000,3333,VVVV,15556,
703,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",34595,t,f,t,2024-05-01 17:29:30.587,866100000,11,15,892618613,4/5,125000,3333,VVVV,15557,
704,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",34125,t,f,t,2024-05-01 17:29:42.611,866500000,10,15,892630675,4/5,125000,3333,VVVV,15558,
705,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",33910,t,f,t,2024-05-01 17:29:54.133,866100000,9,15,892642192,4/5,125000,3333,VVVV,15559,
706,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",33814,t,f,t,2024-05-01 17:30:05.154,866500000,8,15,892653456,4/5,125000,3333,VVVV,15560,
707,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",33756,t,f,t,2024-05-01 17:30:16.176,866300000,7,15,892664351,4/5,125000,3333,VVVV,15561,
708,"","[{""sf"":12,""freqs"":[866900000],""power"":15,""band"":125000,""type"":""EMER"",""cr"":""4/5""},{""sf"":12,""freqs"":[866100000,866300000,866500000],""power"":15,""band"":125000,""type"":""NORMAL"",""cr"":""4/5""},{""sf"":12,""freqs"":[866700000],""power"":15,""band"":125000,""type"":""REG"",""cr"":""4/5""}]",32350,t,f,t,2024-05-01 17:30:24.197,866900000,12,15,892672090,4/5,125000,3333,VVVV,15562,
709,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",31031,t,f,t,2024-05-01 17:30:38.223,866500000,12,15,892686587,4/5,125000,3333,VVVV,15563,
710,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",30172,t,f,t,2024-05-01 17:30:51.247,866300000,11,15,892699452,4/5,125000,3333,VVVV,15564,
711,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",29702,t,f,t,2024-05-01 17:31:03.273,866100000,10,15,892711340,4/5,125000,3333,VVVV,15565,
712,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",29487,t,f,t,2024-05-01 17:31:14.795,866500000,9,15,892722857,4/5,125000,3333,VVVV,15566,
713,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",29391,t,f,t,2024-05-01 17:31:25.818,866100000,8,15,892734120,4/5,125000,3333,VVVV,15567,
714,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",29333,t,f,t,2024-05-01 17:31:36.842,866500000,7,15,892745011,4/5,125000,3333,VVVV,15568,
723,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",28874,t,f,t,2024-05-01 17:33:16.051,866500000,7,15,892844178,4/5,125000,3333,VVVV,15577,
724,"","[{""sf"":12,""freqs"":[866900000],""power"":15,""band"":125000,""type"":""EMER"",""cr"":""4/5""},{""sf"":12,""freqs"":[866100000,866300000,866500000],""power"":15,""band"":125000,""type"":""NORMAL"",""cr"":""4/5""},{""sf"":12,""freqs"":[866700000],""power"":15,""band"":125000,""type"":""REG"",""cr"":""4/5""}]",27468,t,f,t,2024-05-01 17:33:34.592,866900000,12,15,892862943,4/5,125000,3333,VVVV,15578,
725,"","[{""sf"":11,""power"":15,""type"":""NORMAL""}]",26149,t,f,t,2024-05-01 17:33:48.62,866100000,12,15,892876990,4/5,125000,3333,VVVV,15579,
726,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",25290,t,f,t,2024-05-01 17:34:01.644,866100000,11,15,892889844,4/5,125000,3333,VVVV,15580,
727,"","[{""sf"":9,""power"":15,""type"":""NORMAL""}]",24820,t,f,t,2024-05-01 17:34:13.689,866500000,10,15,892901732,4/5,125000,3333,VVVV,15581,
728,"","[{""sf"":8,""power"":15,""type"":""NORMAL""}]",24605,t,f,t,2024-05-01 17:34:25.21,866100000,9,15,892913272,4/5,125000,3333,VVVV,15582,
729,"","[{""sf"":7,""power"":15,""type"":""NORMAL""}]",24509,t,f,t,2024-05-01 17:34:36.232,866500000,8,15,892924541,4/5,125000,3333,VVVV,15583,
730,"","[{""sf"":7,""power"":14,""type"":""NORMAL""}]",24451,t,f,t,2024-05-01 17:34:47.256,866500000,7,15,892935424,4/5,125000,3333,VVVV,15584,
731,"","[{""sf"":7,""power"":13,""type"":""NORMAL""}]",24400,t,f,t,2024-05-01 17:34:58.278,866100000,7,15,892946408,4/5,125000,3333,VVVV,15585,
732,"","[{""sf"":7,""power"":12,""type"":""NORMAL""}]",24349,t,f,t,2024-05-01 17:35:09.302,866500000,7,15,892957432,4/5,125000,3333,VVVV,15586,
733,"","[{""sf"":10,""power"":15,""type"":""NORMAL""}]",35946,t,f,t,2024-05-01 17:35:13.542,866100000,7,15,58,4/5,125000,bbbbbb,3fXP,15587,
734,"","[{""sf"":7,""power"":11,""type"":""NORMAL""}]",24298,t,f,t,2024-05-01 17:35:20.328,866100000,7,15,892968455,4/5,125000,3333,VVVV,15588,
735,"","[{""sf"":7,""power"":10,""type"":""NORMAL""}]",24247,t,f,t,2024-05-01 17:35:31.354,866500000,7,15,892979481,4/5,125000,3333,VVVV,15589,
736,"","[{""sf"":7,""power"":9,""type"":""NORMAL""}]",24196,t,f,t,2024-05-01 17:35:42.379,866300000,7,15,892990506,4/5,125000,3333,VVVV,15590,
737,"","[{""sf"":7,""power"":8,""type"":""NORMAL""}]",24145,t,f,t,2024-05-01 17:35:53.407,866300000,7,15,893001531,4/5,125000,3333,VVVV,15591,
738,"","[{""sf"":7,""power"":7,""type"":""NORMAL""}]",24094,t,f,t,2024-05-01 17:36:04.432,866100000,7,15,893012560,4/5,125000,3333,VVVV,15592,
739,"","[{""sf"":7,""power"":6,""type"":""NORMAL""}]",24043,t,f,t,2024-05-01 17:36:15.455,866500000,7,15,893023585,4/5,125000,3333,VVVV,15593,
740,"","[{""sf"":7,""power"":5,""type"":""NORMAL""}]",23992,t,f,t,2024-05-01 17:36:26.478,866500000,7,15,893034609,4/5,125000,3333,VVVV,15594,
